,Feature,Value,Elapsed_Time,Train_Score,Test_Score
0,Population_Size,1,41.8785502910614,0.8818897637795275,0.9308510638297872
1,Population_Size,2,35.73974800109863,0.9396325459317585,0.9414893617021277
2,Population_Size,4,50.58710432052612,1.0,0.973404255319149
3,Population_Size,8,78.66807055473328,0.963254593175853,0.9574468085106383
4,Population_Size,16,89.86056542396545,0.9973753280839895,0.9787234042553191
5,Population_Size,32,636.3823266029358,1.0,0.9627659574468085
6,Population_Size,64,633.7924988269806,0.9921259842519685,0.9787234042553191
7,Population_Size,128,632.7860796451569,0.979002624671916,0.9787234042553191
8,Offspring_Size,1,531.0646588802338,0.9973753280839895,0.9680851063829787
9,Offspring_Size,2,338.6733434200287,0.9868766404199475,0.9787234042553191
10,Offspring_Size,4,308.36187767982483,0.9921259842519685,0.9787234042553191
11,Offspring_Size,8,615.2668771743774,0.9763779527559056,0.9787234042553191
12,Offspring_Size,16,642.4292953014374,1.0,0.9680851063829787
13,Offspring_Size,32,736.3215408325195,1.0,0.9787234042553191
14,Offspring_Size,64,692.1791515350342,0.9711286089238845,0.9414893617021277
15,Offspring_Size,128,853.5291633605957,0.984251968503937,0.973404255319149
16,Mutation_Crossover_Rates,"0.1,0.9",718.3922190666199,1.0,0.9627659574468085
17,Mutation_Crossover_Rates,"0.2,0.8",624.237797498703,0.984251968503937,0.9680851063829787
18,Mutation_Crossover_Rates,"0.3,0.7",611.224467754364,1.0,0.9787234042553191
19,Mutation_Crossover_Rates,"0.4,0.6",622.5827085971832,1.0,0.9680851063829787
20,Mutation_Crossover_Rates,"0.5,0.5",603.6878707408905,0.9868766404199475,0.9787234042553191
21,Mutation_Crossover_Rates,"0.6,0.4",713.2138273715973,0.989501312335958,0.973404255319149
22,Mutation_Crossover_Rates,"0.7,0.3",636.2025451660156,1.0,0.973404255319149
23,Mutation_Crossover_Rates,"0.8,0.2",645.8061034679413,0.989501312335958,0.9574468085106383
24,Mutation_Crossover_Rates,"0.9,0.1",657.4484395980835,0.9973753280839895,0.9361702127659575
